,title,genres,release_date,price,specs,early_access,metascore,sentiment,year
23497,IS Defense,"['Action', 'Indie']",2016-04-19,5.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,50.0,Very Positive,2016
23499,The Banner Saga 2,"['Indie', 'RPG', 'Strategy']",2016-04-19,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,82.0,Very Positive,2016
23516,FINAL FANTASY IX,['RPG'],2016-04-14,20.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,84.0,Very Positive,2016
23520,Goetia,"['Adventure', 'Indie']",2016-04-14,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,79.0,Very Positive,2016
23524,Everybody's Gone to the Rapture,"['Adventure', 'Casual', 'Indie']",2016-04-14,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",False,76.0,Mixed,2016
23527,Aurion: Legacy of the Kori-Odan,"['Action', 'Adventure', 'Indie', 'RPG']",2016-04-14,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",False,69.0,Very Positive,2016
23550,DARK SOULS™ III,['Action'],2016-04-11,59.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,89.0,Very Positive,2016
23560,Stories: The Path of Destinies,"['Action', 'Adventure', 'Indie', 'RPG']",2016-04-12,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,74.0,Very Positive,2016
23588,Mushroom Wars,"['Action', 'Indie', 'Strategy']",2016-04-07,9.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,80.0,Mostly Positive,2016
23609,Kill to Collect,"['Action', 'Adventure', 'Indie']",2016-04-06,9.99,"['Single-player', 'Multi-player', 'Local Multi-Player', 'Co-op', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,57.0,Mostly Positive,2016
23630,Enter the Gungeon,"['Action', 'Adventure', 'Indie']",2016-04-05,14.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",False,84.0,Very Positive,2016
23664,1979 Revolution: Black Friday,"['Adventure', 'Indie']",2016-04-04,5.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",False,80.0,Mostly Positive,2016
23707,Baldur's Gate: Siege of Dragonspear,"['RPG', 'Strategy']",2016-03-31,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Captions available']",False,77.0,Mostly Positive,2016
23717,Epistory - Typing Chronicles,"['Action', 'Adventure', 'Indie']",2016-03-30,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']",False,74.0,Overwhelmingly Positive,2016
23720,Magical Eyes - Red is for Anguish,"['Adventure', 'Indie']",2016-03-30,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,77.0,Positive,2016
23745,The Last Door: Season 2 - Collector's Edition,['Adventure'],2016-03-29,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",False,85.0,Very Positive,2016
23798,Slain: Back from Hell,"['Action', 'Indie']",2016-03-24,12.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",False,74.0,Mostly Positive,2016
23816,The Descendant: Rest of Season,"['Adventure', 'Casual', 'Indie']",2016-03-24,14.99,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",False,57.0,4 user reviews,2016
23817,The Descendant,"['Adventure', 'Casual', 'Indie']",2016-03-24,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",False,59.0,Very Positive,2016
23837,Day of the Tentacle Remastered,['Adventure'],2016-03-21,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']",False,86.0,Overwhelmingly Positive,2016
23839,Polaris Sector,"['Simulation', 'Strategy']",2016-03-22,39.99,['Single-player'],False,76.0,Mixed,2016
23840,Out of the Park Baseball 17,"['Indie', 'Simulation', 'Sports', 'Strategy']",2016-03-22,19.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",False,92.0,Very Positive,2016
23899,Music Pack - Music for Code EP,"['Indie', 'Strategy']",2016-03-17,3.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support']",False,85.0,2 user reviews,2016
23964,Moon Hunters,"['Adventure', 'Indie', 'RPG']",2016-03-10,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,62.0,Mostly Positive,2016
23965,WWE 2K16,"['Simulation', 'Sports']",2016-03-10,49.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Full controller support']",False,74.0,Mixed,2016
23969,Deathsmiles,"['Action', 'Indie']",2016-03-10,19.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,78.0,Very Positive,2016
23975,"Gremlins, Inc.","['Indie', 'Strategy']",2016-03-10,14.99,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",False,75.0,Very Positive,2016
23976,Ares Omega,"['Action', 'Indie', 'RPG']",2016-03-11,0.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,49.0,4 user reviews,2016
23996,Into the Stars,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",2016-03-04,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,61.0,Mixed,2016
24024,E.T. Armies,['Action'],2016-03-03,14.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,54.0,Mixed,2016
24042,Stardew Valley,"['Indie', 'RPG', 'Simulation']",2016-02-26,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,89.0,Overwhelmingly Positive,2016
24043,Far Cry® Primal,"['Action', 'Adventure']",2016-02-29,49.99,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",False,74.0,Mostly Positive,2016
24050,Shardlight,"['Adventure', 'Indie', 'RPG']",2016-03-08,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,75.0,Very Positive,2016
24054,Deponia Doomsday,"['Adventure', 'Indie']",2016-03-01,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,76.0,Very Positive,2016
24089,Blood Alloy: Reborn,"['Action', 'Indie']",2016-03-02,12.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,48.0,Positive,2016
24109,Soul Axiom,"['Adventure', 'Indie']",2016-02-29,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,57.0,Mixed,2016
24116,Grim Dawn,"['Action', 'Adventure', 'Indie', 'RPG']",2016-02-25,24.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,83.0,Very Positive,2016
24118,Heaven's Hope - Special Edition,['Adventure'],2016-02-25,19.99,"['Single-player', 'Steam Achievements']",False,74.0,Positive,2016
24130,Ninja Senki DX,"['Action', 'Indie']",2016-02-23,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,72.0,Mostly Positive,2016
24131,Obliteracers,"['Action', 'Indie', 'Racing']",2016-02-23,14.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,78.0,Mixed,2016
24136,Devil Daggers,"['Action', 'Indie']",2016-02-18,4.99,['Single-player'],False,83.0,Overwhelmingly Positive,2016
24167,Cities: Skylines - Snowfall,"['Simulation', 'Strategy']",2016-02-18,12.99,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",False,72.0,Mixed,2016
24171,"Codename: Panzers, Phase One","['Simulation', 'Strategy']",2004-06-16,14.99,"['Single-player', 'Multi-player', 'Includes level editor']",False,81.0,Very Positive,2004
24173,"Codename: Panzers, Phase Two","['Simulation', 'Strategy']",2005-07-21,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Includes level editor']",False,80.0,Positive,2005
24194,ARSLAN: THE WARRIORS OF LEGEND,['Action'],2016-02-09,59.99,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']",False,57.0,Mostly Positive,2016
24195,American Truck Simulator,"['Indie', 'Simulation']",2016-02-02,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",False,76.0,Very Positive,2016
24216,Firewatch,"['Adventure', 'Indie']",2016-02-09,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,81.0,Very Positive,2016
24229,XCOM® 2,['Strategy'],2016-02-04,59.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",False,88.0,Very Positive,2016
24241,Cobalt,"['Action', 'Adventure', 'Indie']",2016-02-02,14.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",False,69.0,Very Positive,2016
24258,Rusty Lake Hotel,"['Adventure', 'Indie']",2016-01-29,1.99,"['Single-player', 'Steam Trading Cards']",False,65.0,Very Positive,2016
24270,CALENDULA,['Indie'],2016-02-02,6.99,"['Single-player', 'Steam Achievements', 'Steam Cloud']",False,67.0,Mostly Positive,2016
24300,DarkMaus,"['Action', 'Indie', 'RPG']",2016-01-26,9.99,"['Single-player', 'Partial Controller Support']",False,83.0,Very Positive,2016
24329,Nemesis of the Roman Empire,['Strategy'],2004-03-17,9.99,['Single-player'],False,74.0,Positive,2004
24339,The Order of the Thorne - The King's Challenge,"['Adventure', 'Indie']",2016-01-26,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,71.0,Positive,2016
24349,Crashlands,"['Action', 'Adventure', 'Indie', 'RPG']",2016-01-21,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,78.0,Very Positive,2016
24354,Dinocide,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",2016-01-21,9.99,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,51.0,Mixed,2016
24355,Move or Die,"['Action', 'Indie']",2016-01-21,14.99,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",False,80.0,Very Positive,2016
24358,The Westport Independent,"['Indie', 'Simulation']",2016-01-21,9.99,"['Single-player', 'Steam Achievements', 'Steam Cloud']",False,63.0,Mixed,2016
24376,Warlords Battlecry III,['Strategy'],2004-05-17,9.99,"['Single-player', 'Steam Trading Cards']",False,73.0,Mostly Positive,2004
24377,Monumental,['Adventure'],2016-01-22,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,41.0,3 user reviews,2016
24380,Between Me and The Night,"['Action', 'Adventure', 'Indie']",2016-01-22,14.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,62.0,Mostly Positive,2016
24394,Slybots: Frantic Zone,"['Action', 'Indie']",2016-01-18,6.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,65.0,Mixed,2016
24398,Gemini: Heroes Reborn,"['Action', 'Adventure']",2016-01-18,14.99,"['Single-player', 'Steam Achievements', 'Full controller support']",False,54.0,Mostly Positive,2016
24399,Shooting Stars!,"['Action', 'Indie']",2016-01-19,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",False,59.0,Very Positive,2016
24401,The Aquatic Adventure of the Last Human,"['Action', 'Adventure', 'Indie']",2016-01-19,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,76.0,Mostly Positive,2016
24403,The Bug Butcher,"['Action', 'Indie']",2016-01-19,7.99,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,81.0,Very Positive,2016
24411,The Deadly Tower of Monsters,"['Action', 'Adventure', 'Indie']",2016-01-19,14.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,73.0,Very Positive,2016
24414,Darkest Dungeon®,"['Indie', 'RPG', 'Strategy']",2016-01-19,24.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,84.0,Very Positive,2016
24430,Echoes of Aetheria,"['Indie', 'RPG']",2016-01-15,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,77.0,Very Positive,2016
24444,Falcon 4.0,['Simulation'],1998-01-01,6.99,"['Single-player', 'Multi-player', 'Steam Trading Cards']",False,85.0,Mostly Positive,1998
24465,Anomaly 1729,"['Adventure', 'Casual', 'Indie']",2015-12-30,9.99,"['Single-player', 'Full controller support']",False,49.0,Positive,2015
24473,Pony Island,['Indie'],2016-01-04,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",False,86.0,Overwhelmingly Positive,2016
24509,Sora,"['Action', 'Indie']",2016-01-05,8.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,74.0,Very Positive,2016
24516,Dragon Saga,"['Free to Play', 'Massively Multiplayer']",2010-10-28,0.0,"['Single-player', 'Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,65.0,Mostly Positive,2010
24532,SimplePlanes,"['Indie', 'Simulation']",2015-12-17,12.99,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",False,67.0,Very Positive,2015
24546,Total Annihilation,['Strategy'],1997-09-30,4.99,"['Single-player', 'Multi-player']",False,86.0,Overwhelmingly Positive,1997
24562,Aviary Attorney,"['Adventure', 'Indie']",2015-12-21,14.99,"['Single-player', 'Steam Trading Cards', 'Captions available']",False,77.0,Very Positive,2015
24571,UnderRail,"['Indie', 'RPG']",2015-12-18,14.99,"['Single-player', 'Steam Achievements']",False,72.0,Very Positive,2015
24582,Swords and Sorcery - Underworld - Definitive Edition,"['Adventure', 'Indie', 'RPG']",2015-12-15,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,66.0,Mostly Positive,2015
24629,Devilian,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",2015-12-10,0.0,"['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards']",False,63.0,Mixed,2015
24674,Red Game Without A Great Name,"['Action', 'Indie']",2015-12-09,2.99,['Single-player'],False,55.0,6 user reviews,2015
24711,Zombie Vikings,"['Action', 'Adventure']",2015-12-07,11.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,74.0,Mostly Positive,2015
24732,Nuclear Throne,"['Action', 'Indie', 'RPG']",2015-12-05,11.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",False,88.0,Overwhelmingly Positive,2015
24739,HELLDIVERS™,['Action'],2015-12-07,19.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",False,83.0,Very Positive,2015
24767,Lords of the Realm II,"['RPG', 'Strategy']",1996-10-31,2.99,['Single-player'],False,77.0,Very Positive,1996
24768,Lords of the Realm III,"['Simulation', 'Strategy']",2004-03-17,4.99,['Single-player'],False,65.0,Mostly Negative,2004
24828,Don't Starve: Shipwrecked,"['Adventure', 'Indie', 'Simulation']",2015-12-01,4.99,"['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",False,77.0,Overwhelmingly Positive,2015
24862,CLANNAD,"['Adventure', 'Casual']",2015-11-23,49.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,83.0,Overwhelmingly Positive,2015
24889,12 is Better Than 6,"['Action', 'Indie']",2015-11-20,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",False,74.0,Very Positive,2015
24906,Thea: The Awakening,"['Indie', 'RPG', 'Strategy']",2015-11-20,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,73.0,Very Positive,2015
24908,Hard West,"['Adventure', 'Indie', 'RPG', 'Strategy']",2015-11-18,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,73.0,Mostly Positive,2015
24920,Assassin's Creed® Syndicate,"['Action', 'Adventure']",2015-11-18,39.99,"['Single-player', 'In-App Purchases', 'Partial Controller Support']",False,74.0,Mostly Positive,2015
24997,Mushihimesama,['Action'],2015-11-12,19.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,86.0,Overwhelmingly Positive,2015
25005,Impossible Creatures Steam Edition,['Strategy'],2003-01-07,9.99,"['Single-player', 'Multi-player', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",False,72.0,Overwhelmingly Positive,2003
25017,Fallout 4,['RPG'],2015-11-09,29.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",False,84.0,Mixed,2015
25047,Mini Metro,"['Indie', 'Simulation', 'Strategy']",2015-11-06,9.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,77.0,Overwhelmingly Positive,2015
25060,Clandestine,"['Action', 'Indie']",2015-11-05,19.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,69.0,Mostly Positive,2015
25070,Conflicks - Revolutionary Space Battles,"['Action', 'Casual', 'Indie', 'Strategy']",2015-11-05,6.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,63.0,Very Positive,2015
25121,PONCHO,"['Adventure', 'Indie']",2015-11-03,9.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,62.0,Mostly Positive,2015
25131,Fallout: A Post Nuclear Role Playing Game,['RPG'],1997-09-30,9.99,"['Single-player', 'Steam Cloud']",False,89.0,Very Positive,1997
25143,Cibele,['Indie'],2015-11-02,8.99,"['Single-player', 'Captions available']",False,71.0,Mixed,2015
25157,Albert and Otto,['Indie'],2015-10-28,4.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,69.0,Mixed,2015
25164,GALAK-Z,"['Action', 'Indie']",2015-10-29,19.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",False,78.0,Mostly Positive,2015
25170,Pathologic Classic HD,"['Action', 'Adventure', 'Indie', 'RPG']",2015-10-29,12.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",False,76.0,Very Positive,2015
25185,The Legend of Heroes: Trails in the Sky SC,['RPG'],2015-10-29,29.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,80.0,Overwhelmingly Positive,2015
25214,Warhammer: End Times - Vermintide,"['Action', 'Indie']",2015-10-23,29.99,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",False,79.0,Very Positive,2015
25230,Chaos Reborn,"['Indie', 'RPG', 'Strategy']",2015-10-26,9.99,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,85.0,Mostly Positive,2015
25240,System Shock: Enhanced Edition,"['Action', 'Adventure', 'RPG']",2015-09-22,9.99,"['Single-player', 'Steam Trading Cards']",False,85.0,Very Positive,2015
25254,DISTRAINT: Deluxe Edition,"['Adventure', 'Casual', 'Indie']",2015-10-21,4.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,76.0,Overwhelmingly Positive,2015
25268,Pulse,"['Adventure', 'Indie']",2015-10-20,14.99,"['Single-player', 'Full controller support', 'Steam Cloud']",False,57.0,Mixed,2015
25282,The Coma: Cutting Class,"['Adventure', 'Indie']",2015-10-19,0.0,"['Single-player', 'Steam Trading Cards']",False,69.0,Very Positive,2015
25294,Ceres,"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015-10-16,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,74.0,Mixed,2015
25302,Rogue State,"['Indie', 'Simulation', 'Strategy']",2015-10-16,12.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Leaderboards']",False,66.0,Mostly Positive,2015
25313,Human Resource Machine,"['Casual', 'Indie']",2015-10-15,9.99,"['Single-player', 'Steam Achievements']",False,78.0,Very Positive,2015
25315,Planetbase,"['Indie', 'Simulation', 'Strategy']",2015-10-15,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",False,70.0,Mostly Positive,2015
25339,The Age of Decadence,"['Indie', 'RPG']",2015-10-14,29.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,81.0,Very Positive,2015
25348,Animal Gods,"['Action', 'Adventure', 'Indie']",2015-10-12,9.99,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",False,50.0,4 user reviews,2015
25368,Bedlam,"['Action', 'Indie']",2015-10-13,12.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Stats']",False,54.0,Mixed,2015
25371,Beyond Sol,"['Action', 'Indie', 'Strategy']",2015-06-30,9.99,"['Single-player', 'Multi-player', 'Steam Achievements']",False,83.0,Very Positive,2015
25400,WRC 5 FIA World Rally Championship,['Racing'],2015-10-08,39.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,65.0,Mixed,2015
25402,Sid Meier's Civilization: Beyond Earth - Rising Tide,['Strategy'],2015-10-08,29.99,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",False,79.0,Very Positive,2015
25415,SKYHILL,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",2015-10-06,14.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,63.0,Mostly Positive,2015
25438,Ninja Pizza Girl,"['Action', 'Indie']",2015-09-30,6.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,82.0,Very Positive,2015
25451,Lost Horizon 2,['Adventure'],2015-10-01,14.99,"['Single-player', 'Full controller support', 'Steam Trading Cards']",False,58.0,Mixed,2015
25453,Pixel Galaxy,"['Action', 'Indie']",2015-10-02,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",False,68.0,Positive,2015
25466,The Escapists: The Walking Dead,"['Indie', 'Strategy']",2015-09-30,17.99,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,66.0,Mixed,2015
25475,Grand Ages: Medieval,"['Simulation', 'Strategy']",2015-09-25,19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",False,63.0,Mixed,2015
25486,Concrete Jungle,"['Indie', 'Strategy']",2015-09-23,12.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",False,76.0,Very Positive,2015
25495,A Fistful of Gun,"['Action', 'Indie']",2015-09-23,12.99,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",False,60.0,Mixed,2015
25503,Journey To The Center Of The Earth,"['Adventure', 'Indie']",2015-09-23,3.99,"['Single-player', 'Full controller support', 'Steam Trading Cards']",False,65.0,2 user reviews,2015
25506,Stairs,"['Action', 'Adventure', 'Indie']",2015-09-28,12.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",False,65.0,Mostly Positive,2015
25516,80 Days,"['Adventure', 'Indie', 'Strategy']",2015-09-28,9.99,"['Single-player', 'Steam Achievements']",False,84.0,Very Positive,2015
25520,Else Heart.Break(),"['Adventure', 'Indie', 'RPG']",2015-09-24,24.99,['Single-player'],False,79.0,Very Positive,2015
25532,Penarium,"['Action', 'Indie']",2015-09-22,9.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",False,80.0,Positive,2015
25535,Blood Bowl 2,"['Sports', 'Strategy']",2015-09-22,19.99,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",False,76.0,Mostly Positive,2015
25554,Extreme Exorcism,"['Action', 'Adventure', 'Casual', 'Indie']",2015-09-23,12.99,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",False,75.0,Positive,2015
25575,Skyshine's BEDLAM,"['Action', 'Indie', 'Strategy']",2015-09-16,19.99,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",False,67.0,Mixed,2015
